id_pessoa,idade_pessoa,renda_pessoa,propriedade_residencial_pessoa,tempo_emprego_pessoa,id_emprestimo,motivo_emprestimo,nota_emprestimo,quantia_emprestimo,taxa_emprestimo,status_emprestimo,percentual_renda_emprestimo,id_banco,existencia_inadimplencia_banco,tempo_primeiro_credito_banco
z4xreN20-ozxq,24.0000,39996.0000,Rent,0,0kwqH9eR-YHwZ,Venture,D,5000.0000,14.11,1,0.13,DjWW0glU-MUt3,Y,3.0000
bssK04IW-FaJI,25.0000,77000.0000,Rent,2,lM4aWoIa-Rk4k,Debtconsolidation,A,3500.0000,7.9,0,0.05,B4Ld0JU6-3Uix,N,4.0000
nxeF7JIb-XZub,43.0000,64000.0000,Mortgage,6,ilmEtWyE-NFxa,Medical,A,15000.0000,7.88,0,0.23,QS5DFhrP-n1fv,N,17.0000
Oe80g4PL-YZPX,33.0000,96000.0000,Mortgage,4,AC2bIG5p-oinH,Debtconsolidation,B,3000.0000,11.49,0,0.03,wwRDSzuM-Uohq,N,7.0000
hvMsys5e-DWdj,37.0000,33888.0000,Rent,7,4ltt907O-WiSq,Education,D,3200.0000,12.86,0,0.09,kl43bawl-WQDu,Y,16.0000
M0GX0oce-oDAe,26.0000,30000.0000,Rent,2,ryMxLvQ2-TU6t,Debtconsolidation,E,6000.0000,16.77,1,0.2,7lAnuv4p-gOZf,N,2.0000
itjcFMBi-gz9P,28.0000,68000.0000,Rent,4,pOlsKTfY-vvQA,Venture,B,11000.0000,11.49,0,0.16,CKY6kSD7-vwXC,N,5.0000
Xob2e0m8-miQK,70.0000,132000.0000,Mortgage,0,m2H8cEqS-q95Y,Personal,A,14000.0000,11.013104465037149,0,0.11,7qLkeoJf-l3Ft,N,24.0000
yvpFGUgQ-mKFT,28.0000,20000.0000,Rent,0,QJfwxuYO-bphQ,Medical,B,7500.0000,9.76,1,0.38,7tNr0Eei-vnY5,N,9.0000
n9bcRIuO-v8Yj,31.0000,60000.0000,Rent,1,h0GLhgR4-GK0C,Medical,A,6200.0000,8.59,0,0.1,yaPq0OD6-dMfA,N,7.0000
DP9rySti-Bxfc,29.0000,45324.0000,Mortgage,4,KMCOZUXF-2PgR,Personal,D,15150.0000,14.54,0,0.33,quiXRl9T-Yqrk,N,10.0000
KSp9C7JR-cwXh,27.0000,32000.0000,Rent,1,m5U259MY-CNMr,Debtconsolidation,A,5800.0000,7.49,0,0.18,LQKSUjSH-ID69,N,5.0000
g3OiM1PA-yyjc,24.0000,18500.0000,Mortgage,8,bezfmFkO-fJzg,Personal,A,5000.0000,9.32,1,0.27,1I0UHbAp-pG8Y,N,3.0000
AI9gjCa7-34HF,30.0000,48500.0000,Mortgage,5,6izmSl6T-M4GJ,Medical,A,9350.0000,11.013104465037149,0,0.19,QqeYuEgH-IBRu,N,7.0000
zNNB28ty-Ab1Y,21.0000,11389.0000,Other,5,ZjisXyD4-bwRD,Education,C,4000.0000,12.84,1,0.35,1KHpytBF-Zs49,Y,2.0000
CacmoG88-2MF9,23.0000,44400.0000,Rent,1,zwQX3tZQ-ARyP,Education,C,12000.0000,14.79,0,0.27,uya4yN40-sEts,N,4.0000
6jgmCTiq-EZKk,32.0000,193800.0000,Rent,0,TlMfl2AO-W7Bj,Medical,B,20000.0000,11.83,1,0.09,Ey7OyF1H-L3WU,N,6.0000
Hb8PE0TB-Mq45,28.0000,60000.0000,Mortgage,12,61R9pCxq-854r,Medical,C,14400.0000,13.49,0,0.24,uFPFXmvj-wddn,N,7.0000
Wvcq4ZEl-L4Y5,29.0000,32400.0000,Mortgage,2,44IEJaIy-awZt,Medical,B,10625.0000,11.013104465037149,0,0.33,RnBoiCGe-Bx4H,N,5.0000
YzBKk0N6-Oxx8,42.0000,150750.0000,Own,0,LnOhr3JG-3ezc,Personal,A,8150.0000,6.99,0,0.05,8G0S4Uih-XOm3,N,17.0000
DqSpkdQ3-Thq7,23.0000,84000.0000,Rent,3,PJ8zeqqO-5TXF,Debtconsolidation,B,22000.0000,11.71,0,0.26,CbvzQTLF-92Ln,N,4.0000
wsdotuk7-EaDf,36.0000,84996.0000,Mortgage,11,9MoZ5yEz-LMx9,Personal,B,3500.0000,12.69,0,0.04,tPGJ7Fsw-Wr5g,N,16.0000
vRLaqHBb-Lc5z,27.0000,30000.0000,Rent,1,f0GQOxU2-aaJ3,Medical,B,16000.0000,10,1,0.53,emlGsHEL-Od6F,N,5.0000
SxQResz8-xbjA,24.0000,100000.0000,Mortgage,6,qaWeUdY7-lWmM,Medical,A,20000.0000,6.17,0,0.2,n7TCd4U6-rTmJ,N,4.0000
Mxg3BM2d-JSGC,21.0000,33000.0000,Own,4,64mf64al-GkPU,Education,D,5000.0000,14.61,0,0.15,2foU0QSL-7OAf,Y,3.0000
QI1JtlWa-EQM9,22.0000,46500.0000,Mortgage,1,O5lMCOdl-xC2B,Education,B,12000.0000,12.21,0,0.26,kSClQyOR-beWw,N,3.0000
Rd7lsnrG-dPaL,50.0000,90000.0000,Mortgage,2,RlMLqR4f-80Ze,Venture,B,24000.0000,11.36,0,0.27,dyTHv9iY-uGwK,N,13.0000
KAzNOdmg-4doo,30.0000,40000.0000,Rent,5,M90C2R5C-4F6W,Medical,A,3000.0000,7.14,0,0.07,4ovCnRdh-Ogr8,N,7.0000
gt8G0U55-A96y,23.0000,100000.0000,Mortgage,5,hRX0XD96-TKOu,Debtconsolidation,B,20000.0000,11.36,0,0.2,vwji4YIy-wrJX,N,3.0000
LOTRgfC7-UmyZ,31.0000,36000.0000,Rent,14,LEa7Zjvh-TXBQ,Education,C,7000.0000,13.72,0,0.19,GigbwQAg-kZ1o,N,8.0000
sfKD7OOz-fnB1,21.0000,76800.0000,Mortgage,5,uonUn6qf-sk0o,Personal,D,8000.0000,14.96,0,0.1,ygjh3If7-rZmY,Y,3.0000
NEPqnoFB-YktG,22.0000,69000.0000,Rent,5,XeFIvTrL-1QAw,Medical,B,8650.0000,11.49,0,0.13,aQviaCHw-K1FL,N,3.0000
775GhBpP-eTKk,30.0000,39600.0000,Rent,4,kZRNzA3J-8cUj,Debtconsolidation,F,10000.0000,20.89,1,0.25,yUKdfi1n-idK9,Y,10.0000
W0hPRXyM-0TuX,24.0000,35000.0000,Rent,3,p2hs4qcT-6BJE,Venture,C,8400.0000,12.87,0,0.24,0ZqUPxB2-xD7q,Y,4.0000
Qb0yH62c-UsvE,25.0000,60000.0000,Own,9,f9NQ87RL-On6f,Homeimprovement,A,5000.0000,7.29,0,0.08,XOYzuoJn-couZ,N,4.0000
m8QyIP6E-xMSC,32.0000,95000.0000,Mortgage,5,qzCtzhvc-lKzC,Venture,B,4800.0000,10.99,0,0.05,khE0Kpcb-nt6n,N,8.0000
0mCaAPMJ-tKXb,27.0000,45000.0000,Mortgage,1,lIdhxXgx-ANdQ,Venture,A,4000.0000,11.013104465037149,0,0.09,cFuzZPJl-jBFX,N,7.0000
IIhlZvhQ-TWXx,23.0000,24000.0000,Own,2,v95A8LyI-3rBJ,Education,D,8000.0000,15.62,0,0.33,2n0OCB0m-iZZT,N,2.0000
qYRljFpD-y1iS,35.0000,110000.0000,Mortgage,7,nKlfhLGZ-wbDa,Debtconsolidation,B,9000.0000,11.71,0,0.08,eyujMy0a-XZoi,N,9.0000
AGb0EP8U-Fd1u,30.0000,27996.0000,Rent,9,pJPdiM02-l1Rv,Medical,C,1500.0000,11.013104465037149,0,0.05,eHCX1mDE-tbKI,Y,8.0000
maRmOQFH-QOd2,25.0000,60000.0000,Rent,9,Ad129GvW-xjZR,Education,B,12000.0000,12.21,0,0.2,ELIUYXN9-LdE5,N,3.0000
2SBgYkoO-FnLX,24.0000,19000.0000,Rent,4,XHLSSrsP-sgCs,Medical,A,3500.0000,7.88,1,0.18,UAPbyLp4-nsf3,N,2.0000
lMkTjKXo-M69p,32.0000,58000.0000,Rent,3,eiNoCqBl-ligF,Medical,B,10000.0000,10.96,0,0.17,c9PiZoGQ-YLMH,N,10.0000
wv7xpu7D-EGsg,29.0000,71500.0000,Rent,2,hyKOxYXO-n9ty,Medical,C,10000.0000,13.57,0,0.14,gBqZ899q-k9Ei,N,6.0000
zL5lg9iZ-fTP2,25.0000,39000.0000,Rent,3,8IMaFS2j-iN9Y,Medical,E,18000.0000,17.19,1,0.46,uL1BDjKs-Fc5K,N,3.0000
nFcbjwy0-aioc,29.0000,80000.0000,Own,0,dJ8Ze34K-D48J,Venture,C,24000.0000,12.87,0,0.3,aftkyJBP-KulL,N,9.0000
K3KYdsUy-OaxU,21.0000,12000.0000,Own,0,edGPtxvg-bIo8,Personal,C,4200.0000,13.48,1,0.35,onLQJstc-hgZ9,Y,4.0000
iQESErpP-6kpy,36.0000,61000.0000,Mortgage,2,uUZcaEfs-x6mW,Debtconsolidation,B,10000.0000,10.25,0,0.16,u5NLDIaw-RJsq,N,12.0000
pWE9veM5-OM84,28.0000,66024.5583,Mortgage,0,8dkTXe7X-gOtG,Venture,B,8000.0000,5.99,0,0.25,4uxq6sBA-lr48,N,3.0000
5wzx1hAI-2Ix6,24.0000,104000.0000,Mortgage,8,eJRpwsMs-W0II,Education,C,25000.0000,12.84,0,0.24,oClQUqPf-baZd,N,2.0000
d7s3qA72-fgzW,24.0000,33000.0000,Mortgage,3,jiS8TDUk-87Jt,Venture,C,4000.0000,13.04,0,0.12,1DykkJEm-iMCi,N,4.0000
gJX1k6kU-lkhK,25.0000,32640.0000,Rent,4,yJmgEkbt-RHfo,Debtconsolidation,C,4000.0000,12.73,0,0.12,Ty988HJg-o1ZT,Y,4.0000
GDKFaneO-4KE9,23.0000,51852.0000,Mortgage,0,J4lbQKf3-Q1Rz,Medical,A,10000.0000,8.59,0,0.19,trD6r5Na-TMm9,N,2.0000
8361QhX7-tIvu,22.0000,54000.0000,Rent,4,Q6JtuX82-Jhzx,Education,E,5000.0000,16.35,1,0.09,rcejQnHh-Mwp3,N,4.0000
4JT0pl6a-UWDP,28.0000,50000.0000,Mortgage,0,uTs94Jow-1GXY,Medical,A,9000.0000,11.013104465037149,0,0.18,2KG92Bts-6EuT,N,10.0000
llvB4rT0-6b9K,44.0000,115000.0000,Mortgage,3,F7WI27IQ-BtjQ,Homeimprovement,B,12000.0000,11.013104465037149,0,0.1,td7PFqSC-rjj5,N,14.0000
7RBzhM09-Jmsu,27.0000,66240.0000,Rent,7,e6qMlnT8-6k31,Medical,A,5000.0000,5.79,0,0.08,3BWNwYSw-PkC4,N,9.0000
qwbMPeiE-WLO5,28.0000,45000.0000,Rent,4,YY2Y3b0f-kTS2,Medical,C,9000.0000,14.65,0,0.2,sAr3svZ0-eRoo,N,6.0000
ebvWrqet-AkHw,23.0000,24000.0000,Rent,0,6w0waqt1-AKLZ,Education,C,2000.0000,12.61,0,0.08,8XF0rUpa-4lhP,Y,3.0000
zFXWmlGU-zrSv,25.0000,50000.0000,Mortgage,4,agFOrv3l-MbAB,Personal,A,6000.0000,6.76,0,0.12,hZjiDJF8-3bYy,N,3.0000
ASvKA5DY-odDB,29.0000,46000.0000,Mortgage,3,2RLxRDlp-F8Yj,Venture,B,6000.0000,11.49,0,0.13,bFTibius-LyAn,N,5.0000
uwkYbHp4-pb4C,26.0000,97000.0000,Rent,1,SXiUw3yX-TA3b,Education,A,21000.0000,7.9,0,0.22,DB3O9iZ0-cJ1h,N,3.0000
qDKPXKeu-spHc,34.0000,72000.0000,Rent,2,UC3uRj8G-1Tj1,Homeimprovement,A,10000.0000,7.51,0,0.14,NUhvg8sg-Cj4E,N,7.0000
xh6kC2tI-tkp4,24.0000,50740.0000,Rent,0,CdoH7a6U-IdnS,Medical,A,6000.0000,9.63,0,0.12,aYxmaWlY-c2dc,N,3.0000
XiFpxKAl-rhAw,28.0000,44500.0000,Mortgage,2,ZWjy9v8p-TFNb,Debtconsolidation,A,10000.0000,8.59,0,0.22,cP6nECBw-0Ue4,N,10.0000
dKHJAPWB-E1mq,34.0000,120000.0000,Own,4,cxTGwNLz-CGWI,Venture,B,7800.0000,10.99,0,0.07,ErpymhI2-nlXx,N,9.0000
W6lH6zPQ-f6Gc,40.0000,187000.0000,Mortgage,0,s32BXjvN-8b3H,Debtconsolidation,A,10000.0000,7.9,0,0.05,pZsmxi3h-5lEL,N,17.0000
MWTBbOlP-8vnY,26.0000,93000.0000,Rent,7,WhAAmlNh-LoAZ,Homeimprovement,B,9800.0000,10.25,0,0.11,ZK7lJG4F-yCEG,N,4.0000
UfCibqb0-uPuz,22.0000,66000.0000,Rent,1,cUf3u4Dv-oyCK,Education,F,22000.0000,11.013104465037149,1,0.33,Iov6P8Sy-StYF,N,2.0000
07w0uHDW-vMqc,35.0000,42000.0000,Rent,6,QDj5ZNsh-t85m,Medical,A,5000.0000,6.99,0,0.12,ZHe0uBfK-TjCg,N,10.0000
3z4Npro3-Qy6n,28.0000,72000.0000,Rent,0,62FMbtjB-5KiN,Medical,A,6000.0000,7.88,0,0.08,9N1SPXdw-O7ow,N,10.0000
uOqWYgDa-jv6W,27.0000,78000.0000,Mortgage,0,KEA1Bvcw-Luno,Homeimprovement,A,5000.0000,5.42,0,0.06,kMjFQN2S-42IJ,N,7.0000
bbXitUZX-hdUp,25.0000,156000.0000,Mortgage,9,WoWUsduT-08eS,Debtconsolidation,C,10000.0000,13.22,0,0.06,JKlca3LI-3MJ5,Y,2.0000
Rmyec9j6-8Ast,33.0000,50000.0000,Rent,1,HaSWKT34-iqbL,Debtconsolidation,A,9000.0000,7.51,0,0.18,cLtHzfag-yBzj,N,5.0000
sIQmNtWw-HI5J,29.0000,139500.0000,Mortgage,4,c2Pquwhe-jzrF,Homeimprovement,A,15000.0000,11.013104465037149,0,0.11,Y3f4lNKo-SZ7R,N,5.0000
Q5lNDMwS-asX7,26.0000,131000.0000,Rent,10,WYg4Rhof-PaE5,Homeimprovement,C,4000.0000,12.84,0,0.03,FfzpD7sZ-Zfhq,Y,3.0000
OAiZhyTW-JYDS,23.0000,51036.0000,Mortgage,7,5T3AAKXE-WmTY,Education,C,15000.0000,13.16,0,0.29,OXk9gDCU-SHTr,N,4.0000
kwDRnoLX-x3dF,25.0000,39996.0000,Rent,2,eFIYusdJ-Kf8Z,Venture,B,10000.0000,10.99,0,0.25,9vteCAay-5Dyj,N,4.0000
uWoCrQNA-cr1x,26.0000,54000.0000,Rent,10,z7k6Cj4a-zNYE,Education,B,5000.0000,10,0,0.09,lBeSLO0r-rGMl,N,2.0000
iFvNIQsd-4m32,21.0000,30000.0000,Rent,2,EbuEyIiv-kNuh,Personal,B,7000.0000,10.99,1,0.23,DWzxhDgn-Ix88,N,2.0000
hrsQKnxE-jeso,24.0000,66000.0000,Rent,3,9FeG25j8-6UOG,Education,B,25000.0000,9.91,1,0.38,H98g545P-4Trw,N,2.0000
kLi25noa-cng0,26.0000,74800.0000,Mortgage,3,jjPQB63L-m49P,Medical,D,10000.0000,14.54,1,0.11,mQP1z14F-vHUR,N,3.0000
j9cPXqK2-5pdb,27.0000,116000.0000,Mortgage,4,j8TceiDv-mEEd,Personal,D,25000.0000,13.36,1,0.22,zFUJE5k4-nBgH,N,6.0000
qe45E9SK-7btY,23.0000,100000.0000,Rent,1,bEnn9Sx0-ij93,Education,C,12000.0000,13.57,0,0.12,KBlvqwRI-LLEf,Y,2.0000
14z68UO9-C0wN,28.0000,65000.0000,Mortgage,8,5TC9tiEh-zcFX,Education,D,3000.0000,11.013104465037149,0,0.05,GAR11g6F-iezL,N,7.0000
BYTdfzFm-fkpw,34.0000,48000.0000,Rent,4,bDnXL5bu-qY7H,Debtconsolidation,B,10800.0000,10.99,0,0.23,hsAyZUXH-OgHa,N,7.0000
Fr1chghp-Dvim,42.0000,160000.0000,Rent,6,DEBqRZLu-TpO3,Venture,B,6000.0000,10.65,0,0.04,67uSXtfX-hmc5,N,17.0000
HzKIskHr-HMQr,31.0000,215000.0000,Mortgage,4.787874228975478,4ZSsLMlb-ybhF,Medical,B,9590.5644,5.99,0,0.17,ewynup28-rSnI,N,2.0000
UcdbLvUL-Zcy9,23.0000,32000.0000,Mortgage,7,7eZd9nJu-dJ8z,Education,B,10000.0000,11.71,0,0.31,G81FTRyw-T3sJ,N,2.0000
XLPL5gEw-B4e2,33.0000,80000.0000,Rent,4,qpdsj9WO-Yh39,Education,A,7500.0000,5.42,0,0.09,KU2DNUXL-GOWI,N,10.0000
jmE1bxaL-mzCm,28.0000,73000.0000,Mortgage,11,2iHGov0x-plpb,Education,B,15000.0000,11.013104465037149,0,0.21,2NfYkgKJ-kN0g,N,6.0000
nkAYcnjY-wmQa,23.0000,50000.0000,Rent,7,OKtvCfEc-CDjX,Medical,D,7200.0000,17.58,1,0.14,GXBaKGgQ-shGm,Y,2.0000
NwPFcI7l-bMj3,22.0000,45000.0000,Rent,4,JM24Lxrt-4PZe,Education,A,5400.0000,7.29,0,0.12,cOkCnHYK-7KhC,N,2.0000
3vhonmEo-JeAB,27.0000,110000.0000,Mortgage,0,0M7s63bB-DA8C,Medical,B,10000.0000,10.37,0,0.09,zeozFoXb-fKfd,N,9.0000
R1BhCwCP-EmPz,26.0000,93492.0000,Rent,0,idY4PPcx-HJ9I,Debtconsolidation,B,20000.0000,9.45,0,0.21,3ZBNDOgB-xB3s,N,4.0000
fJusIWQD-aoSe,34.0000,90636.0000,Mortgage,4,waajTdE1-C1jg,Education,C,17000.0000,13.85,0,0.19,29TxtHhp-gFZt,Y,5.0000
tg5QFvud-0f3m,24.0000,93000.0000,Rent,8,pJXGxL1O-BO6g,Medical,A,4000.0000,5.42,0,0.04,dWoL6gEx-BabU,N,2.0000
kwyteoHK-Yhqh,23.0000,42996.0000,Rent,2,Nn4Zkz98-Eggm,Medical,C,6000.0000,12.84,0,0.14,da6eYOyh-jWWF,Y,3.0000
B8WCnSIk-YSRF,26.0000,59000.0000,Rent,3,vyGyQ7lX-7Gmy,Education,C,20000.0000,11.013104465037149,1,0.34,T5NCfgRY-ufsZ,N,2.0000
kxDMtD2F-eolB,23.0000,88000.0000,Rent,4,BefbvexN-7BjO,Homeimprovement,A,4000.0000,7.14,1,0.05,3gzck1ne-AL3x,N,4.0000
krOElz2C-yyeB,32.0000,99996.0000,Mortgage,16,4cDtxFpB-eKMk,Debtconsolidation,A,7000.0000,7.14,0,0.07,u7g3TdjX-vMtY,N,10.0000
bnzmq0et-BvdD,28.0000,100000.0000,Mortgage,0,3Rpxbc7n-0fPm,Education,A,3950.0000,11.013104465037149,0,0.04,NlqIK3dt-wtTt,N,5.0000
dyTjLo7d-kaU9,24.0000,48000.0000,Rent,8,3ST15IWr-iqtQ,Debtconsolidation,B,5000.0000,9.99,0,0.1,jxD8A1kL-bagB,N,4.0000
YM8fcZGn-12J8,26.0000,63000.0000,Mortgage,10,uOaGHStC-xNOh,Medical,A,3500.0000,7.68,0,0.06,wCONZj9A-eLvz,N,4.0000
EpFSOG4M-qvsD,28.0000,25000.0000,Rent,0,E9SuTRbF-YJwB,Venture,A,7000.0000,6.92,0,0.28,Uo6X40o4-rRuQ,N,6.0000
SRReEEx1-0esG,34.0000,138000.0000,Mortgage,14,utUJ2QpX-xTOX,Debtconsolidation,B,25000.0000,11.12,0,0.18,OHMbl4ba-H6hk,N,6.0000
SM7mRznr-9TuH,30.0000,33736.0000,Rent,5,wm2XDbNJ-ihqO,Medical,C,13600.0000,13.57,1,0.4,tSOI0I1S-t0Yj,Y,9.0000
dRjDLxpW-ceJW,34.0000,128000.0000,Mortgage,14,MmZdXAoP-dOlP,Homeimprovement,A,12325.0000,8.49,1,0.1,LUbJKyrl-urGK,N,5.0000
zhOXPfKv-cSER,33.0000,48000.0000,Mortgage,9,X7DIGaKz-4mJz,Education,A,7500.0000,6.03,0,0.16,oxCC3W8p-NOzU,N,10.0000
06sxD5pL-yytn,27.0000,160000.0000,Mortgage,4,XOiczHM4-xRg8,Homeimprovement,B,25000.0000,10.99,0,0.16,s0EqX8jo-bsZC,N,10.0000
UmJxddat-f9PK,31.0000,68000.0000,Rent,1,p1bwZMpY-sSNw,Homeimprovement,A,6000.0000,7.49,0,0.09,TH6nJbh3-Zz6w,N,10.0000
o168bbjA-HJHU,24.0000,24000.0000,Rent,1,hcDNiCfN-EZem,Debtconsolidation,A,3600.0000,6.62,1,0.15,s5k4Bmxh-6kQE,N,4.0000
xL41ESQH-Auv5,32.0000,45000.0000,Mortgage,0,ZZRx5aL7-ecKB,Venture,B,14000.0000,12.69,0,0.31,NaqTK22U-5IEB,N,9.0000
MaWm9bbM-wZ9T,27.0000,45000.0000,Rent,10,udysDW6X-uFpG,Medical,D,7600.0000,14.59,1,0.17,bYhL74jx-FiSe,N,7.0000
JsSE38Xg-30f0,30.0000,142000.0000,Mortgage,5,BxGJdQGW-YB28,Venture,B,10000.0000,11.12,0,0.07,26Sxwsyh-oFnw,N,8.0000
IOyg0wjC-7MgW,23.0000,82000.0000,Mortgage,5,RPw5MFx3-uCuM,Personal,D,5000.0000,16.77,0,0.06,7ZTJzrvB-wPmZ,Y,3.0000
hKRbujqt-hnH5,23.0000,48000.0000,Rent,7,8NrEwww7-G3Cx,Debtconsolidation,A,9800.0000,7.88,0,0.2,beZlv8zq-Mq8K,N,4.0000
7WJ7QWgZ-JmdG,32.0000,42000.0000,Rent,0,e2N3itHW-LBfn,Debtconsolidation,A,8400.0000,7.88,0,0.2,8Ag3iuWC-M8ey,N,9.0000
Kgc511v1-FD9e,24.0000,58000.0000,Mortgage,5,gNHiSFPQ-2CNF,Debtconsolidation,A,7000.0000,6.99,0,0.12,4M7kdoRb-XmwI,N,4.0000
sJPaTLXZ-CcfO,28.0000,73008.0000,Mortgage,2,CeAI0kEh-mUUY,Education,C,14000.0000,12.73,0,0.19,lCgWw8ao-eKrT,Y,6.0000
i0QwS0Ez-KeRW,26.0000,24000.0000,Mortgage,10,5CoCn9LN-k0W8,Medical,A,5000.0000,7.66,1,0.21,wOH59A98-L1Ap,N,3.0000
oYteZ1z7-QK4F,22.0000,62000.0000,Rent,5,XgcrR0n2-aD9h,Venture,A,13200.0000,11.013104465037149,0,0.21,MlcO3wsQ-3grA,N,4.0000
Y1AlwnAE-0JmD,32.0000,63800.0000,Rent,6,Z783QIvG-mptO,Homeimprovement,D,11200.0000,14.74,0,0.18,16Wtas3r-KB99,N,8.0000
qNT1w4Gj-od1x,25.0000,75000.0000,Mortgage,9,8NcunoId-XN1R,Debtconsolidation,C,8500.0000,13.22,0,0.11,cfjYbHb4-auCO,N,4.0000
P8i7k2xo-MHkw,29.0000,78000.0000,Mortgage,13,icwfb3HF-NQwF,Venture,C,10000.0000,12.73,0,0.13,S9xvZ5Dq-jFRX,N,7.0000
KLcpYROU-OAOY,27.0000,75860.0000,Rent,9,5e5poCmS-XDCu,Medical,B,24000.0000,10.99,1,0.32,cNMJ267m-tQI2,N,5.0000
LONYZmct-62si,35.0000,42000.0000,Rent,7,Nrmo2a2w-9FSU,Medical,B,1000.0000,11.12,0,0.02,xkMvluWH-IiAo,N,5.0000
3f4Zx35I-dQke,36.0000,66000.0000,Rent,3,PICi0fAL-h47S,Education,A,10000.0000,6.62,0,0.15,RPRxySQi-447r,N,12.0000
Bwm060nf-ylF8,27.0000,34000.0000,Rent,0,JyLMafzk-MNlZ,Education,E,15000.0000,16.35,1,0.44,65eX2snI-c3ST,Y,10.0000
H9q2i1l5-2arE,27.0000,60000.0000,Mortgage,8,G7zhIGQJ-Wge4,Education,A,2000.0000,7.29,0,0.03,fZF1wAa5-CLnr,N,7.0000
SKJSd2Tw-PYoK,22.0000,35000.0000,Mortgage,2,1ZAq6del-9PaZ,Education,A,6000.0000,7.49,0,0.17,UjHicg5O-8SlN,N,4.0000
CHM2oElr-wshu,22.0000,58000.0000,Own,5,eJbHDQDE-I2QY,Education,C,4500.0000,13.16,0,0.08,7ygYEBdJ-Enoz,N,2.0000
4S4mSYEp-BzEu,23.0000,57600.0000,Mortgage,7,OijRx7CW-CP2F,Debtconsolidation,A,4000.0000,11.013104465037149,0,0.07,vv88Kk72-EgmE,N,3.0000
caQeEBmB-aDxP,23.0000,100000.0000,Mortgage,0,i24eFIhF-jopD,Personal,A,7000.0000,8.59,0,0.07,U5aGCNEL-c5XT,N,3.0000
XW223CUv-naQR,29.0000,201000.0000,Mortgage,0,gKxcGHlk-SN8D,Venture,B,18000.0000,11.83,0,0.09,BaW1Fzc5-yFjo,N,10.0000
Wx13b7ti-34KE,31.0000,58000.0000,Own,6,CWT4ejNA-Auul,Personal,B,6200.0000,10.65,0,0.11,X9QjKayT-Jf61,N,6.0000
HNu47BQ6-3uEF,22.0000,60000.0000,Mortgage,4.787874228975478,9joZDWBD-CnDu,Education,A,10000.0000,5.99,0,0.17,61dkDOHL-DowI,N,2.0000
2pfqr3Qw-CAgj,40.0000,41000.0000,Mortgage,2,uYgtWiva-XJfZ,Homeimprovement,C,6000.0000,12.53,0,0.15,cHEww4mW-tfFN,N,11.0000
afs0jobd-ca1k,25.0000,49500.0000,Rent,6,KB1seBiH-lnkH,Personal,C,24750.0000,14.22,1,0.5,9uOFTyjf-DqB6,N,3.0000
JPluFp0h-wplm,25.0000,116000.0000,Rent,5,jKdTpOT9-J0ij,Debtconsolidation,C,10000.0000,14.26,0,0.09,ba8gyobf-vf8N,Y,4.0000
ToL3yu0c-54we,32.0000,105000.0000,Mortgage,5,vRCqIe8L-2dnA,Education,A,12100.0000,5.99,0,0.12,ecq1uHjC-ieyy,N,6.0000
Ud1xXXcR-DUyk,28.0000,72000.0000,Mortgage,4.787874228975478,oHTEp35B-20iD,Medical,B,22000.0000,10.25,0,0.31,MUMsYCBR-KmCc,N,6.0000
bYlBU2qY-2mSJ,21.0000,25000.0000,Mortgage,4,h1PFWppu-OfLp,Venture,C,2800.0000,11.013104465037149,0,0.11,eLxmdRRa-09NE,Y,3.0000
DGRQhkIR-uabl,24.0000,77496.0000,Rent,2,Rvmx8T6U-GBCw,Venture,C,9000.0000,12.84,0,0.12,pcfgP6on-AdXR,N,4.0000
PwLDl0it-usNr,26.0000,28000.0000,Rent,5,LRLR03uY-R4iv,Venture,A,9800.0000,7.29,1,0.35,z0Jdp7Oj-PxhH,N,4.0000
8vDWQ6LG-jl2B,25.0000,84000.0000,Rent,9,4YqXPGRk-SzOE,Debtconsolidation,A,3000.0000,5.79,0,0.04,x7dmuKFf-E0u1,N,3.0000
eEZKUs01-LGvZ,26.0000,28000.0000,Mortgage,8,avED3B6i-6NJ8,Personal,A,4500.0000,11.013104465037149,1,0.16,cRh8URB4-HjaC,N,2.0000
iD26fJ5d-Il68,30.0000,76000.0000,Mortgage,5,cB1oucQj-sB1n,Homeimprovement,A,6250.0000,7.88,0,0.08,LoXRQ62E-wYfn,N,10.0000
XkDdovEG-rgpQ,27.0000,85000.0000,Own,2,sIDTZt5p-xoc7,Venture,C,10000.0000,13.23,0,0.12,ROxDFs9H-S6u6,N,7.0000
QClJJqSN-m7UR,44.0000,88000.0000,Rent,8,76mPp7Rl-6OU0,Education,B,8000.0000,10.38,0,0.09,GO1kdENI-v8M1,N,12.0000
CtuaRMxl-JEPd,22.0000,90888.0000,Mortgage,5,ThloqQDx-nQEL,Education,C,13200.0000,14.79,0,0.15,eFA9boIX-xFlU,N,4.0000
TULtZcFl-0UpY,45.0000,48000.0000,Rent,5,nRBjrGJD-rTUB,Personal,A,14400.0000,8.49,0,0.3,QkSDbCuR-uGa6,N,15.0000
3xuhrvXu-nzw9,27.0000,31200.0000,Rent,4,Lh3qKesO-KSJo,Medical,A,10000.0000,8,1,0.32,qeRs3hzY-XmIz,N,9.0000
xDrQRqbb-PIMp,29.0000,50000.0000,Rent,6,kUwvgdsY-ICw8,Education,A,3000.0000,7.29,0,0.06,D5JZyRP4-41nF,N,10.0000
